Borough,Accessories Store,Adult Boutique,Afghan Restaurant,African Restaurant,American Restaurant,Aquarium,Argentinian Restaurant,Art Gallery,Art Museum,Arts & Crafts Store,Asian Restaurant,Athletics & Sports,Austrian Restaurant,Auto Workshop,Automotive Shop,BBQ Joint,Baby Store,Bagel Shop,Bakery,Bank,Bar,Bath House,Bavarian Restaurant,Beach Bar,Bed & Breakfast,Beer Bar,Beer Garden,Beer Store,Big Box Store,Bike Rental / Bike Share,Bike Shop,Bistro,Boat Rental,Boat or Ferry,Bookstore,Botanical Garden,Boutique,Bowling Alley,Brasserie,Brazilian Restaurant,Breakfast Spot,Brewery,Bridge,Bubble Tea Shop,Building,Burger Joint,Burrito Place,Bus Station,Bus Stop,Butcher,Café,Camera Store,Canal,Canal Lock,Candy Store,Cantonese Restaurant,Capitol Building,Caribbean Restaurant,Caucasian Restaurant,Cemetery,Cheese Shop,Chinese Restaurant,Chocolate Shop,Church,Circus,Climbing Gym,Clothing Store,Cocktail Bar,Coffee Roaster,Coffee Shop,College Cafeteria,Comedy Club,Comfort Food Restaurant,Comic Shop,Concert Hall,Convenience Store,Cosmetics Shop,Costume Shop,Coworking Space,Creperie,Cultural Center,Cupcake Shop,Currywurst Joint,Cycle Studio,Dance Studio,Deli / Bodega,Department Store,Design Studio,Dessert Shop,Dim Sum Restaurant,Diner,Discount Store,Dive Bar,Dog Run,Doner Restaurant,Donut Shop,Drugstore,Dumpling Restaurant,Eastern European Restaurant,Electronics Store,Empanada Restaurant,Ethiopian Restaurant,Event Space,Exhibit,Fabric Shop,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Fish & Chips Shop,Fish Market,Flea Market,Flower Shop,Food & Drink Shop,Food Court,Football Stadium,Forest,Fountain,French Restaurant,Fried Chicken Joint,Frozen Yogurt Shop,Fruit & Vegetable Store,Furniture / Home Store,Garden,Gas Station,Gastropub,Gay Bar,General Entertainment,German Restaurant,Gift Shop,Gourmet Shop,Greek Restaurant,Grocery Store,Gym,Gym / Fitness Center,Halal Restaurant,Hardware Store,Hawaiian Restaurant,Historic Site,History Museum,Hobby Shop,Hockey Arena,Hockey Field,Hookah Bar,Hostel,Hot Dog Joint,Hotel,Hotel Bar,IT Services,Ice Cream Shop,Indian Restaurant,Indie Movie Theater,Indie Theater,Indonesian Restaurant,Indoor Play Area,Insurance Office,Intersection,Irish Pub,Island,Israeli Restaurant,Italian Restaurant,Japanese Restaurant,Jazz Club,Juice Bar,Karaoke Bar,Kebab Restaurant,Kofte Place,Korean Restaurant,Kumpir Restaurant,Kurdish Restaurant,Lake,Laser Tag,Latin American Restaurant,Laundromat,Lebanese Restaurant,Light Rail Station,Liquor Store,Lounge,Market,Massage Studio,Mediterranean Restaurant,Memorial Site,Men's Store,Metro Station,Mexican Restaurant,Middle Eastern Restaurant,Mini Golf,Mobile Phone Shop,Modern European Restaurant,Monument / Landmark,Moroccan Restaurant,Motorcycle Shop,Movie Theater,Multiplex,Museum,Music School,Music Store,Music Venue,Nail Salon,New American Restaurant,Night Market,Nightclub,Noodle House,Opera House,Optical Shop,Organic Grocery,Other Nightlife,Outdoor Sculpture,Outdoor Supply Store,Paella Restaurant,Pakistani Restaurant,Palace,Palatine Restaurant,Paper / Office Supplies Store,Park,Pastry Shop,Pedestrian Plaza,Performing Arts Venue,Persian Restaurant,Peruvian Restaurant,Pet Café,Pet Store,Pharmacy,Piano Bar,Pide Place,Pie Shop,Pier,Pizza Place,Planetarium,Playground,Plaza,Poke Place,Pool,Pool Hall,Portuguese Restaurant,Pub,Public Art,Racetrack,Ramen Restaurant,Record Shop,Recreation Center,Rental Car Location,Rest Area,Restaurant,Road,Rock Club,Roof Deck,Russian Restaurant,Salad Place,Salon / Barbershop,Sandwich Place,Scandinavian Restaurant,Scenic Lookout,Schnitzel Restaurant,Science Museum,Sculpture Garden,Seafood Restaurant,Shawarma Place,Shoe Store,Shopping Mall,Skate Park,Snack Place,Soccer Field,Soccer Stadium,Soup Place,Southern / Soul Food Restaurant,Souvenir Shop,Spa,Spanish Restaurant,Sporting Goods Shop,Sports Club,Stationery Store,Steakhouse,Street Food Gathering,Supermarket,Sushi Restaurant,Swabian Restaurant,Syrian Restaurant,Szechuan Restaurant,Tapas Restaurant,Taverna,Tea Room,Tennis Court,Tennis Stadium,Thai Restaurant,Theater,Theme Park,Theme Restaurant,Thrift / Vintage Store,Tibetan Restaurant,Tourist Information Center,Toy / Game Store,Track,Trail,Train Station,Tram Station,Trattoria/Osteria,Tunnel,Turkish Restaurant,Vacation Rental,Vegetarian / Vegan Restaurant,Venezuelan Restaurant,Video Store,Vietnamese Restaurant,Volleyball Court,Waterfall,Waterfront,Whisky Bar,Wine Bar,Wine Shop,Women's Store,Yemeni Restaurant,Yoga Studio,Zoo,Zoo Exhibit
Altona,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0033333333333333335,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.023333333333333334,0.0,0.043333333333333335,0.0,0.0,0.013333333333333334,0.0,0.01,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.013333333333333334,0.01,0.0,0.0,0.0,0.08666666666666667,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0033333333333333335,0.006666666666666667,0.03333333333333333,0.0033333333333333335,0.03666666666666667,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.0033333333333333335,0.0,0.006666666666666667,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.006666666666666667,0.0033333333333333335,0.0033333333333333335,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.02,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.006666666666666667,0.0,0.0,0.016666666666666666,0.006666666666666667,0.0033333333333333335,0.006666666666666667,0.006666666666666667,0.0033333333333333335,0.01,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.016666666666666666,0.006666666666666667,0.0,0.02,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0033333333333333335,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.023333333333333334,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.0,0.023333333333333334,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.0,0.013333333333333334,0.006666666666666667,0.0,0.0033333333333333335,0.006666666666666667,0.0,0.0,0.0,0.02,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.043333333333333335,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.01,0.006666666666666667,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.006666666666666667,0.013333333333333334,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.016666666666666666,0.0,0.0033333333333333335,0.006666666666666667,0.0,0.016666666666666666,0.0,0.0,0.0,0.006666666666666667,0.016666666666666666,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0
Altstadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.08,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlottenburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.015,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.005,0.01,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.005,0.0,0.0,0.0,0.02,0.0,0.0,0.005,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.01,0.0,0.015,0.01,0.0,0.025,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.02,0.0,0.0,0.005,0.0,0.0,0.035,0.005,0.035,0.005,0.0,0.005,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.005,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.02,0.0,0.0,0.005,0.0,0.025,0.0,0.0,0.0,0.005,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.005,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.015,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.005,0.0,0.01,0.0,0.0,0.005,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.005,0.0,0.0,0.0,0.0,0.005,0.015,0.01,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.01,0.015,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.005,0.0,0.005,0.0,0.025
Eimsbüttel,0.0,0.0,0.004285714285714286,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.004285714285714286,0.01,0.0,0.008571428571428572,0.0,0.0014285714285714286,0.0,0.0,0.0,0.02857142857142857,0.0,0.022857142857142857,0.0,0.0,0.0014285714285714286,0.0,0.0014285714285714286,0.0,0.005714285714285714,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.008571428571428572,0.002857142857142857,0.0,0.0,0.0,0.002857142857142857,0.005714285714285714,0.002857142857142857,0.0014285714285714286,0.0,0.0,0.017142857142857144,0.0014285714285714286,0.0,0.002857142857142857,0.0,0.10714285714285714,0.0,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014285714285714286,0.002857142857142857,0.0,0.002857142857142857,0.0,0.002857142857142857,0.0,0.014285714285714285,0.002857142857142857,0.025714285714285714,0.0,0.0,0.0,0.0,0.0014285714285714286,0.002857142857142857,0.004285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008571428571428572,0.0,0.0014285714285714286,0.004285714285714286,0.0,0.0014285714285714286,0.0,0.0014285714285714286,0.0,0.008571428571428572,0.0,0.011428571428571429,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.012857142857142857,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02142857142857143,0.0014285714285714286,0.0,0.0014285714285714286,0.007142857142857143,0.002857142857142857,0.002857142857142857,0.005714285714285714,0.0,0.0,0.022857142857142857,0.005714285714285714,0.004285714285714286,0.008571428571428572,0.002857142857142857,0.004285714285714286,0.022857142857142857,0.0,0.002857142857142857,0.008571428571428572,0.0,0.0,0.0,0.0014285714285714286,0.002857142857142857,0.002857142857142857,0.0014285714285714286,0.0,0.018571428571428572,0.0,0.0,0.02857142857142857,0.004285714285714286,0.005714285714285714,0.0,0.0,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.03428571428571429,0.002857142857142857,0.005714285714285714,0.0,0.0014285714285714286,0.0014285714285714286,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0014285714285714286,0.0,0.0014285714285714286,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.005714285714285714,0.015714285714285715,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.004285714285714286,0.0,0.0014285714285714286,0.005714285714285714,0.005714285714285714,0.0014285714285714286,0.002857142857142857,0.0,0.002857142857142857,0.0,0.0,0.002857142857142857,0.0014285714285714286,0.02857142857142857,0.004285714285714286,0.0,0.0,0.0,0.0,0.0,0.002857142857142857,0.007142857142857143,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.008571428571428572,0.0,0.005714285714285714,0.0,0.0,0.015714285714285715,0.002857142857142857,0.0,0.002857142857142857,0.002857142857142857,0.0,0.0,0.0,0.018571428571428572,0.0,0.0,0.0,0.0,0.002857142857142857,0.002857142857142857,0.0,0.0014285714285714286,0.0,0.0,0.0014285714285714286,0.0,0.008571428571428572,0.0,0.002857142857142857,0.0014285714285714286,0.0,0.0,0.0,0.0014285714285714286,0.004285714285714286,0.0,0.0,0.0,0.01,0.002857142857142857,0.0014285714285714286,0.0,0.015714285714285715,0.0,0.03,0.014285714285714285,0.0,0.0,0.0,0.011428571428571429,0.011428571428571429,0.0014285714285714286,0.0,0.002857142857142857,0.002857142857142857,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.002857142857142857,0.007142857142857143,0.0,0.0,0.0014285714285714286,0.0,0.0014285714285714286,0.0,0.014285714285714285,0.0,0.0,0.02142857142857143,0.0,0.0,0.0,0.0,0.015714285714285715,0.0014285714285714286,0.0,0.0,0.0,0.0014285714285714286,0.005714285714285714
Friedrichshain-Kreuzberg,0.0,0.0,0.0,0.0075,0.0,0.0,0.00125,0.0175,0.005,0.00375,0.005,0.0,0.00625,0.0,0.0,0.0025,0.0,0.00375,0.02375,0.0,0.0525,0.00125,0.0,0.00375,0.00125,0.00375,0.005,0.0025,0.00125,0.00125,0.00375,0.00875,0.0,0.0,0.00625,0.0,0.0025,0.0,0.0,0.0,0.0125,0.00625,0.00125,0.0,0.0,0.0075,0.00375,0.0,0.0,0.0,0.04875,0.0,0.0025,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.005,0.0025,0.0175,0.0,0.05625,0.0,0.0,0.0,0.00125,0.005,0.00125,0.0025,0.0,0.00125,0.00375,0.0025,0.00125,0.00125,0.00125,0.005,0.00375,0.00125,0.0,0.00125,0.0,0.0,0.0,0.0,0.00125,0.0025,0.00125,0.00125,0.00125,0.0025,0.0,0.0,0.00125,0.0025,0.0,0.0,0.01125,0.00125,0.005,0.00375,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.00125,0.00625,0.00125,0.00125,0.0,0.00125,0.00625,0.0,0.00125,0.0025,0.00125,0.0175,0.0025,0.0075,0.005,0.00125,0.00125,0.01125,0.0,0.00375,0.0,0.005,0.0075,0.0,0.0,0.0,0.00375,0.0075,0.0,0.04,0.0025,0.0,0.01875,0.00125,0.00875,0.0,0.00125,0.0,0.0,0.0,0.0,0.0,0.00125,0.04,0.005,0.0025,0.0,0.00125,0.00125,0.00375,0.00625,0.005,0.00125,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.00125,0.0025,0.0,0.0075,0.0,0.0025,0.0,0.00125,0.01,0.0,0.0,0.00625,0.00375,0.0025,0.0,0.00125,0.0,0.0025,0.0,0.00375,0.00625,0.0,0.0,0.0,0.0075,0.00125,0.0,0.00375,0.005,0.0,0.00125,0.00125,0.0,0.0,0.0,0.0,0.0,0.0125,0.00875,0.0,0.005,0.0,0.00125,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0175,0.0,0.00125,0.0175,0.0,0.00125,0.0,0.0,0.0075,0.0,0.0,0.0025,0.01375,0.0,0.00125,0.00375,0.005,0.00125,0.00125,0.00125,0.005,0.00125,0.0,0.0025,0.0,0.0025,0.0,0.00875,0.00125,0.0025,0.0,0.0,0.0025,0.00125,0.00125,0.0,0.0,0.0025,0.0,0.0,0.00125,0.00625,0.00125,0.0,0.00125,0.00125,0.0,0.0025,0.0,0.0,0.0,0.00125,0.00125,0.00625,0.00375,0.0,0.0,0.00625,0.00625,0.00125,0.00125,0.00125,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.01125,0.0,0.02,0.0,0.01875,0.0,0.0,0.01875,0.00125,0.00125,0.005,0.0,0.00625,0.0075,0.0,0.0,0.01,0.0,0.00125
Hamburg-Nord,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014285714285714286,0.0,0.008571428571428572,0.005714285714285714,0.0014285714285714286,0.0014285714285714286,0.0,0.007142857142857143,0.0,0.0,0.03857142857142857,0.0014285714285714286,0.008571428571428572,0.0,0.002857142857142857,0.0014285714285714286,0.0014285714285714286,0.0,0.008571428571428572,0.0,0.0,0.0,0.0,0.011428571428571429,0.0014285714285714286,0.0,0.005714285714285714,0.0,0.0,0.004285714285714286,0.0,0.0,0.004285714285714286,0.0,0.0014285714285714286,0.0,0.0,0.022857142857142857,0.0,0.0014285714285714286,0.002857142857142857,0.0,0.07714285714285714,0.0,0.005714285714285714,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.004285714285714286,0.0,0.0014285714285714286,0.0,0.0,0.007142857142857143,0.01,0.0,0.014285714285714285,0.0,0.0,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.005714285714285714,0.002857142857142857,0.0,0.002857142857142857,0.0,0.002857142857142857,0.0014285714285714286,0.0,0.0,0.007142857142857143,0.0014285714285714286,0.02142857142857143,0.0,0.0014285714285714286,0.008571428571428572,0.0,0.0,0.0,0.0,0.0,0.004285714285714286,0.0,0.01,0.002857142857142857,0.0,0.0,0.002857142857142857,0.0,0.002857142857142857,0.0014285714285714286,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.002857142857142857,0.002857142857142857,0.0,0.002857142857142857,0.005714285714285714,0.0014285714285714286,0.0,0.03428571428571429,0.002857142857142857,0.002857142857142857,0.01,0.004285714285714286,0.002857142857142857,0.01,0.0,0.0,0.007142857142857143,0.0,0.002857142857142857,0.0014285714285714286,0.0,0.0014285714285714286,0.002857142857142857,0.0,0.0,0.041428571428571426,0.002857142857142857,0.0,0.025714285714285714,0.004285714285714286,0.004285714285714286,0.004285714285714286,0.0,0.0,0.002857142857142857,0.0,0.0,0.0014285714285714286,0.0,0.05857142857142857,0.004285714285714286,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.002857142857142857,0.0,0.0,0.007142857142857143,0.0,0.0014285714285714286,0.0,0.0014285714285714286,0.007142857142857143,0.0014285714285714286,0.0014285714285714286,0.0,0.0,0.0014285714285714286,0.0,0.002857142857142857,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.002857142857142857,0.0014285714285714286,0.0,0.0,0.002857142857142857,0.0014285714285714286,0.0,0.0,0.0,0.0014285714285714286,0.02857142857142857,0.0,0.0,0.004285714285714286,0.0014285714285714286,0.0,0.0,0.004285714285714286,0.004285714285714286,0.0,0.0,0.0,0.0,0.012857142857142857,0.0014285714285714286,0.0014285714285714286,0.005714285714285714,0.0,0.005714285714285714,0.002857142857142857,0.005714285714285714,0.007142857142857143,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.004285714285714286,0.002857142857142857,0.002857142857142857,0.0,0.0,0.0,0.0014285714285714286,0.0,0.005714285714285714,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.004285714285714286,0.011428571428571429,0.0014285714285714286,0.0,0.0,0.01,0.0,0.055714285714285716,0.01,0.0,0.0,0.0,0.008571428571428572,0.004285714285714286,0.0,0.0014285714285714286,0.0014285714285714286,0.01,0.015714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0014285714285714286,0.002857142857142857,0.0,0.0,0.004285714285714286,0.0,0.015714285714285715,0.0,0.011428571428571429,0.0,0.0,0.022857142857142857,0.0014285714285714286,0.0,0.0,0.0,0.004285714285714286,0.004285714285714286,0.0,0.0,0.0,0.0,0.0
Hammerbrook,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
