Address,Latitude,Longitude,Neighborhood
"Stage Theater im Hafen Hamburg, 6, Norderelbstraße, Steinwerder, Hamburg, 20457, Deutschland",53.5398936,9.973247830471776,Steinwerder
"City Sporthafen Hamburg, Willy-Bartels-Steg, Neustadt, Hamburg, 20459, Deutschland",53.5430778,9.980462461322302,Neustadt
"Dalmannkai, Quartier Am Sandtorkai/Dalmannkai, HafenCity, Hamburg, 20457, Deutschland",53.54088295,9.989179718868158,HafenCity
"Heizkraftwerk Hafencity, 1, Am Dalmannkai, Quartier Am Sandtorpark/Grasbrook, HafenCity, Hamburg, 20457, Deutschland",53.541059950000005,9.995827428235994,HafenCity
"Shanghaiallee, Quartier Elbtorquartier, HafenCity, Hamburg, 20457, Deutschland",53.54168930361194,10.003281177876312,HafenCity
"Güterhalle 4, Stadtdeich, Hammerbrook, Hamburg, 20097, Deutschland",53.543097599999996,10.009025819631415,Hammerbrook
"MEHR! Theater am Großmarkt, Amsinckstraße, Hammerbrook, Hamburg, 20097, Deutschland",53.54279615,10.01674581261874,Hammerbrook
"70, Amsinckstraße, Hammerbrook, Hamburg, 20097, Deutschland",53.5424141,10.025092900000004,Hammerbrook
"Schwarze Brücke, Heidenkampsweg, Hamburg-Mitte, Hammerbrook, Hamburg, 20097, Deutschland",53.542347500000005,10.032878313450015,Hammerbrook
"32, Billwerder Steindamm, Hammerbrook, Hamburg-Mitte, Hamburg, 20537, Deutschland",53.5434968,10.04065745,Hamburg-Mitte
"Bullenhuser Damm, Rothenburgsort, Hamburg-Mitte, Hamburg, 20539, Deutschland",53.542145760562875,10.047929396988678,Hamburg-Mitte
"Ausschläger Billdeich, Kleingartenverein 114 Gartenkolonie Billerhude, Rothenburgsort, Hamburg-Mitte, Hamburg, 20539, Deutschland",53.5433212364084,10.055719934877198,Hamburg-Mitte
"Schrebernest I, Kleingartenverein 114 Gartenkolonie Billerhude, Rothenburgsort, Hamburg-Mitte, Hamburg, 20539, Deutschland",53.54378781700207,10.063384487682438,Hamburg-Mitte
"Am Altonaer Holzhafen, Altona-Altstadt, Altona, Hamburg, 22767, Deutschland",53.5442202,9.945906405632675,Altona
"Altona (Fischmarkt), Fischmarkt, Altona-Altstadt, Altona, Hamburg, 22767, Deutschland",53.5439852,9.9521859,Altona
"Dock Elbe 17, Am Elbtunnel, Blohm + Voss, Hamburg-Mitte, Steinwerder, Hamburg, 20457, Deutschland",53.5418119,9.963237151456855,Steinwerder
"Landungsbrücken Kaffee- und Tee-Kontor, Brücke 4, Karolinenviertel, Hamburg-Mitte, St. Pauli, Hamburg, 20359, Deutschland",53.5452118,9.9687047,St. Pauli
"Rundturm 'Vorsetzen 70', 70, Vorsetzen, Neustadt, Hamburg, 20459, Deutschland",53.544154000000006,9.976499752683765,Neustadt
"Otto-Sill-Brücke, Neustadt, Hamburg, 20459, Deutschland",53.544624999999996,9.983704767161694,Neustadt
"15, Reimerstwiete, Altstadt, Hamburg, 20457, Deutschland",53.54487975,9.991220363669065,Altstadt
"Block U, 4, Holländischer Brook, Quartier Brooktorkai/Ericus, HafenCity, Hamburg, 20457, Deutschland",53.54529665,9.998702838193472,HafenCity
"Haus der Photographie, Deichtorstraße, Altstadt, Hamburg, 20095, Deutschland",53.5463174,10.006202372736333,Altstadt
"Prizeotel Hamburg City, 28, Högerdamm, Hammerbrook, Hamburg, 20097, Deutschland",53.5457586,10.013981657604138,Hammerbrook
"41-45, Nagelsweg, Hammerbrook, Hamburg, 20097, Deutschland",53.54599705,10.0209312733755,Hammerbrook
"72-76, Heidenkampsweg, Hammerbrook, Hamburg, 20097, Deutschland",53.5463826,10.029134838233125,Hammerbrook
"133, Süderstraße, Hammerbrook, Hamburg-Mitte, Hamburg, 20537, Deutschland",53.5470737,10.03579770608178,Hamburg-Mitte
"Marmor-Möller, Hammer Deich, Hamm, Hamburg-Mitte, Hamburg, 20537, Deutschland",53.5471961,10.043995531841215,Hamburg-Mitte
"Störtebeker-Haus, Borstelmannsweg, Hamburg-Mitte, Hamm, Hamburg, 20537, Deutschland",53.547324599999996,10.051242591827757,Hamm
"12, Osterbrookplatz, Hamm, Hamburg-Mitte, Hamburg, 20537, Deutschland",53.5475401,10.0588254,Hamburg-Mitte
"Vereinshaus, Alemannenweg, Gartenbauverein 128 Rückersweg, Hamburg-Mitte, Hamm, Hamburg, 20537, Deutschland",53.547771749999995,10.066855442803208,Hamm
"Steubenstraße, Kleingartenverein 142 Horner Marsch, Horn, Hamburg, 22111, Deutschland",53.54834943789398,10.073954734016619,Horn
"5, Behnstraße, Altona-Altstadt, Altona, Hamburg, 22767, Deutschland",53.5467004,9.941999214981447,Altona
"60, Breite Straße, Altona-Altstadt, Altona, Hamburg, 22767, Deutschland",53.5465151,9.9501394,Altona
"5, Hein-Köllisch-Platz, Altona-Altstadt, Altona, Hamburg, 20359, Deutschland",53.5473477,9.957044612431524,Altona
"0411;0412;0413, Gebrüder-Wolf-Platz, Karolinenviertel, Hamburg-Mitte, St. Pauli, Hamburg, 20359, Deutschland",53.5471426,9.9640578,St. Pauli
"Seewartenstraße, Neustadt, Hamburg, 20459, Deutschland",53.54750539051824,9.972032023083047,Neustadt
"Hauptkirche St. Michaelis, 1 A, Englische Planke, Neustadt, Hamburg, 20459, Deutschland",53.54842775,9.97888937765558,Neustadt
"U-Rödingsmarkt, Rödingsmarkt, Altstadt, Hamburg, 20457, Deutschland",53.548527,9.9870709,Altstadt
"Oppermann, Pelzerstraße, Altstadt, Hamburg, 20095, Deutschland",53.5489249,9.9946753,Altstadt
"5, Burchardplatz, Altstadt, Hamburg, 20095, Deutschland",53.5489992,10.002448906910452,Altstadt
"Smartments Hühnerposten Albrecht Mendelsohn-Bartholdy Haus, 12, Hühnerposten, Hammerbrook, Hamburg, 20097, Deutschland",53.54960845,10.009608254209311,Hammerbrook
"81, Spaldingstraße, Hammerbrook, Hamburg, 20097, Deutschland",53.549722599999996,10.01715697425967,Hammerbrook
"26, Wandalenweg, Hammerbrook, Hamburg, 20097, Deutschland",53.5500301,10.0245826,Hammerbrook
"24, Normannenweg, Borgfelde, Hamburg-Mitte, Hamburg, 20537, Deutschland",53.5506333,10.031730514439356,Hamburg-Mitte
"279, Wendenstraße, Hammerbrook, Hamburg-Mitte, Hamburg, 20537, Deutschland",53.55092795,10.039704801853851,Hamburg-Mitte
"379, Wendenstraße, Hamm, Hamburg-Mitte, Hamburg, 20537, Deutschland",53.5508984,10.047064,Hamburg-Mitte
"596, Eiffestraße, Hamm, Hamburg-Mitte, Hamburg, 20537, Deutschland",53.5513375,10.0542358,Hamburg-Mitte
"66, Dobbelersweg, Hamm, Hamburg-Mitte, Hamburg, 20537, Deutschland",53.5516584,10.0622913,Hamburg-Mitte
"Škoda Hamburg, 20, Horner Landstraße, Horn, Hamburg-Mitte, Hamburg, 22111, Deutschland",53.5525046,10.069713973361171,Hamburg-Mitte
"43, Beim Rauhen Hause, Horn, Hamburg-Mitte, Hamburg, 22111, Deutschland",53.5523194,10.0772616,Hamburg-Mitte
"11, Jessenstraße, Altona-Altstadt, Altona, Hamburg, 22767, Deutschland",53.550609249999994,9.944789119318157,Altona
"17, Louise-Schroeder-Straße, Altona-Altstadt, Altona, Hamburg, 22767, Deutschland",53.551628,9.953224813657133,Altona
"31, Talstraße, Karolinenviertel, Hamburg-Mitte, St. Pauli, Hamburg, 20359, Deutschland",53.5510382,9.9599867,St. Pauli
"10, Budapester Straße, Karolinenviertel, St. Pauli, Hamburg-Mitte, Hamburg, 20359, Deutschland",53.551546349999995,9.967572144097552,Hamburg-Mitte
"14-15, Holstenwall, Neustadt, Hamburg, 20355, Deutschland",53.5519811,9.97564871832369,Neustadt
"2, Rademachergang, Neustadt, Hamburg, 20355, Deutschland",53.5521585,9.9827822,Neustadt
"Alte Post, 11, Poststraße, Neustadt, Hamburg, 20354, Deutschland",53.552727250000004,9.990126329360397,Neustadt
"Hapag-Lloyd, 25, Ballindamm, Altstadt, Hamburg, 20095, Deutschland",53.553353349999995,9.99806818943134,Altstadt
"Hamburg Hauptbahnhof, Glockengießerwall, St. Georg, Hamburg, 20095, Deutschland",53.55298445,10.00675685852919,St. Georg
"32, Steindamm, St. Georg, Hamburg, 20099, Deutschland",53.553578900000005,10.012792391052628,St. Georg
"2, , St. Georg, Hamburg, 20099, Deutschland",53.553529350000005,10.020319476168648,St. Georg
"Studentenwohnheim - Gustav Radbruch, Borgfelder Straße, Hamburg-Mitte, Borgfelde, Hamburg, 20537, Deutschland",53.5535695,10.029147740157494,Borgfelde
"64, Borgfelder Straße, Borgfelde, Hamburg-Mitte, Hamburg, 20537, Deutschland",53.5547012,10.0354624,Hamburg-Mitte
"2, Beltgens Garten, Hamm, Hamburg-Mitte, Hamburg, 20537, Deutschland",53.5550587,10.0431614,Hamburg-Mitte
"1, Luisenweg, Hamm, Hamburg-Mitte, Hamburg, 20537, Deutschland",53.5550661,10.0506547,Hamburg-Mitte
"Friedhof an der Dreifaltigkeitskirche, Horner Weg, Hamburg-Mitte, Hamm, Hamburg, 20535, Deutschland",53.555791299999996,10.05764959641991,Hamm
"1, Mettlerkampsweg, Hamburg-Mitte, Hamm, Hamburg, 20535, Deutschland",53.5557469,10.0657963,Hamm
"40, Snitgerreihe, Horn, Hamburg-Mitte, Hamburg, 22111, Deutschland",53.5562403,10.072992,Hamburg-Mitte
"66, Max-Brauer-Allee, Altona-Altstadt, Altona, Hamburg, 22765, Deutschland",53.5544304,9.9410824,Altona
"76, Virchowstraße, Altona-Altstadt, Altona, Hamburg, 22767, Deutschland",53.5548231,9.9485501,Altona
"62, Gilbertstraße, Karolinenviertel, St. Pauli, Altona, Hamburg, 22767, Deutschland",53.5551763,9.955922255343307,Altona
"Struensee Gymnasium, Paulinenplatz, Karolinenviertel, Hamburg-Mitte, St. Pauli, Hamburg, 20359, Deutschland",53.555297100000004,9.963235419452076,St. Pauli
"Heiligengeistfeld, Glacischaussee, Karolinenviertel, St. Pauli, Hamburg, 20359, Deutschland",53.55406175,9.970727738526076,St. Pauli
"Wassertreppen, Sievekingplatz, Neustadt, Hamburg, 20355, Deutschland",53.5564747,9.9795017,Neustadt
"7, Drehbahn, Neustadt, Hamburg, 20354, Deutschland",53.55623145,9.986429678881333,Neustadt
