Address,Address Latitude,Address Longitude,Neighborhood,City,Venue,Venue Latitude,Venue Longitude,Venue Category
"6-7, Am Karlsbad, Botschaftsviertel, Tiergarten, Mitte, 10785, Deutschland",52.50416395,13.370236340687406,Tiergarten,Berlin,Blain|Southern,52.50190441167042,13.365991793191991,Art Gallery
"6-7, Am Karlsbad, Botschaftsviertel, Tiergarten, Mitte, 10785, Deutschland",52.50416395,13.370236340687406,Tiergarten,Berlin,Esther Schipper,52.501866,13.36584,Art Gallery
"6-7, Am Karlsbad, Botschaftsviertel, Tiergarten, Mitte, 10785, Deutschland",52.50416395,13.370236340687406,Tiergarten,Berlin,Club Olympus Spa & Fitness,52.508416046461036,13.371992577590902,Gym / Fitness Center
"6-7, Am Karlsbad, Botschaftsviertel, Tiergarten, Mitte, 10785, Deutschland",52.50416395,13.370236340687406,Tiergarten,Berlin,Scandic Bar,52.50460444955817,13.374208959280335,Hotel Bar
"6-7, Am Karlsbad, Botschaftsviertel, Tiergarten, Mitte, 10785, Deutschland",52.50416395,13.370236340687406,Tiergarten,Berlin,Salaid,52.50717318887665,13.374048149677664,Salad Place
"6-7, Am Karlsbad, Botschaftsviertel, Tiergarten, Mitte, 10785, Deutschland",52.50416395,13.370236340687406,Tiergarten,Berlin,Grand Hyatt Berlin,52.50803940122041,13.372635841369629,Hotel
"6-7, Am Karlsbad, Botschaftsviertel, Tiergarten, Mitte, 10785, Deutschland",52.50416395,13.370236340687406,Tiergarten,Berlin,Blue Man Group,52.507028596225986,13.37295634546603,Performing Arts Venue
"6-7, Am Karlsbad, Botschaftsviertel, Tiergarten, Mitte, 10785, Deutschland",52.50416395,13.370236340687406,Tiergarten,Berlin,Rocket + Basil,52.503167,13.366442,Persian Restaurant
"6-7, Am Karlsbad, Botschaftsviertel, Tiergarten, Mitte, 10785, Deutschland",52.50416395,13.370236340687406,Tiergarten,Berlin,Hotel Altberlin,52.50340112804553,13.366033046361231,Hotel
"6-7, Am Karlsbad, Botschaftsviertel, Tiergarten, Mitte, 10785, Deutschland",52.50416395,13.370236340687406,Tiergarten,Berlin,Stage Bluemax Theater,52.50709252547882,13.373183012008667,Theater
"6-7, Am Karlsbad, Botschaftsviertel, Tiergarten, Mitte, 10785, Deutschland",52.50416395,13.370236340687406,Tiergarten,Berlin,Caffè e Gelato,52.50782803316375,13.37438387160031,Ice Cream Shop
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Nobelhart & Schmutzig,52.50533,13.390483,Modern European Restaurant
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Charlotte 1,52.505344,13.393114,Italian Restaurant
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Restaurant TIM RAUE,52.50686227699108,13.391638965162887,Modern European Restaurant
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,NaNum,52.502560299809886,13.394136428833008,Korean Restaurant
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,westberlin,52.50579145371837,13.390610929329334,Coffee Shop
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Carlier | Gebauer,52.505787477254415,13.394153061607286,Art Gallery
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Chupenga,52.50629052412916,13.392837328451982,Burrito Place
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,John & Thommy‘s,52.5055384700557,13.393144230693691,Bar
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Jüdisches Museum Berlin,52.501946388929426,13.395241498947144,History Museum
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Café Nullpunkt,52.5033962497766,13.392398357391357,Vegetarian / Vegan Restaurant
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,ride.bln Studio Mitte,52.5087611625007,13.391629563159995,Cycle Studio
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Game Science Center Berlin,52.50486346685847,13.393522525148,Science Museum
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Die Espressonisten,52.507648415439206,13.388159410183967,Coffee Shop
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Berlinische Galerie,52.50349443401274,13.398402651232848,Art Museum
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Mama Cook,52.50297528052083,13.388150737751431,Vietnamese Restaurant
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Mondrian Suites,52.50629202707911,13.395531816374474,Hotel
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Chili Coffee,52.50769647158264,13.392326721394955,Coffee Shop
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Frau Tonis Parfum,52.507432097056245,13.388412594795227,Perfume Shop
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Café Bäckerei Bonjour,52.50693334691126,13.394422452516856,Bakery
"97, Charlottenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland",52.5047924,13.3926464,Friedrichshain-Kreuzberg,Berlin,Entrecôte,52.508503595789044,13.391074918766897,Steakhouse
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,Zur kleinen Markthalle,52.50368801649531,13.416499218813899,German Restaurant
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,Die Henne,52.504211725677145,13.417590759880886,German Restaurant
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,Modulor,52.50349293851038,13.410140375994867,Arts & Crafts Store
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,Prinzessinnengärten,52.50286547589601,13.410995108138165,Garden
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,Bonanza Roastery,52.504155208906184,13.4201276518078,Coffee Shop
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,Bistro Rosengarten am Engelbecken,52.50640408704279,13.417355847209317,Café
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,JustMusic,52.50409413303528,13.408982906318073,Music Store
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,Der Milchladen,52.5019072280175,13.416220794640125,Bistro
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,Kaffeekirsche,52.503056531388985,13.420549025126215,Coffee Shop
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,ORA,52.501403,13.415892,Cocktail Bar
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,Butterbrot,52.501656,13.417417,Café
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,hürrem sultan nargile cafe,52.50319637942804,13.412365482399279,Lounge
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,Café am Engelbecken,52.50608401985782,13.418454085940782,Café
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,Michaelkirchplatz,52.50693579925055,13.419156074523926,Plaza
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,Buchhandlung am Moritzplatz,52.50356439036725,13.41027681121108,Bookstore
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,motion*s (motion*s Tanz- und Bewegungsstudio),52.50323297954792,13.408416509628294,Dance Studio
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,Würgeengel,52.50112878160974,13.416822217344999,Cocktail Bar
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,ottorink Weinbar,52.500929202997845,13.416914821894782,Wine Bar
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,B-swingt,52.50180944600324,13.411082364671932,Dance Studio
"32, Dresdener Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10179, Deutschland",52.5051407,13.4148142,Friedrichshain-Kreuzberg,Berlin,Dookie,52.502998,13.409968,Pizza Place
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,Restaurant Richard,52.50431281903661,13.435404582066509,French Restaurant
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,Hampton by Hilton Berlin City East Side Gallery,52.50494841951575,13.44091218744647,Hotel
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,Salumeria Lamuri,52.50309729215354,13.438077108747732,Italian Restaurant
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,Berliner Mauerweg | Berlin Wall Trail (Berliner Mauerweg),52.50427988600668,13.44182694711085,Trail
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,HELLWEG,52.509931767617545,13.43978059706477,Hardware Store
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,Schwarze Traube,52.50230765102416,13.432857005058205,Cocktail Bar
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,Mercedes-Benz Arena,52.506517859909735,13.44375729560852,Concert Hall
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,Premium Lounge,52.506104449788786,13.442938678715027,Lounge
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,Schulz Hotel Berlin Wall,52.508688828647855,13.434000528799883,Hotel
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,East Side Park,52.5038795553034,13.442115629615287,Park
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,MEININGER Hotel Berlin East Side Gallery,52.50852251782654,13.436145630400684,Hotel
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,P&B Press & Books,52.5096564682884,13.434229861148399,Bookstore
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,Postbahnhof,52.50861588546204,13.437546268586264,Nightclub
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,Postbahnhof,52.50869893709785,13.43626856803894,Event Space
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,Rossmann,52.5095638836395,13.43441244273877,Drugstore
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,REWE,52.509662,13.435113,Supermarket
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,LE CROBAG,52.50957360381436,13.434386374981724,Bakery
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,PENNY,52.50996,13.434349,Supermarket
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,Dunkin',52.5097926,13.4345904,Donut Shop
"Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland",52.50586510479478,13.437289434872104,Friedrichshain-Kreuzberg,Berlin,American Express Invites Lounge,52.50624178600904,13.443512679351889,Lounge
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Rüya Gemüse Kebab,52.513783,13.317013,Kebab Restaurant
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Alt-Lietzow Platz,52.51681495986897,13.314436948623596,Plaza
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Schnitzelei,52.51981352818285,13.31462825766602,Schnitzel Restaurant
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Postbank Finanzcenter,52.51582073254157,13.31240764661771,Bank
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Curry Station 36,52.514946338401884,13.315115281199617,Fast Food Restaurant
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Trattoria Rathaus Piazza,52.51677774365783,13.308748105084467,Trattoria/Osteria
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,China Bistro Tu Long,52.51427226517844,13.316556744914106,Chinese Restaurant
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,"Cafeteria TU ""Skyline""",52.51287794429001,13.320043087005613,College Cafeteria
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Schillertheater,52.51188758321821,13.31795003802138,Theater
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,China-Restaurant Lotos House,52.51217276469756,13.31218957901001,Chinese Restaurant
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Illuminati Escape,52.5174417496916,13.32131177186966,Casino
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Taverna Santorini,52.51768262630932,13.31759821249307,Taverna
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Deutsche Bank,52.51421538901396,13.319806197525281,Bank
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Rossmann,52.51666745168685,13.309558079119974,Drugstore
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Stadtbad Charlottenburg - Neue Halle,52.5158111955018,13.3123661896745,Pool
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Layalina Shisha Launge,52.51216877887744,13.315631011330927,Hookah Bar
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Chen's Wok,52.513431,13.318671,Chinese Restaurant
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Dave B.,52.514304946816544,13.31870125060986,Salad Place
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,Arktur City Hotel Berlin,52.516275097568936,13.310490067461954,Hotel
"Ludwig-Cauer-Grundschule, 36, Cauerstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland",52.515922399999994,13.315554338537208,Charlottenburg,Berlin,GRAVIS,52.51351672172237,13.321559104110385,Electronics Store
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Novotel Berlin Am Tiergarten,52.51408193193847,13.335248288715093,Hotel
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Tiergartenquelle,52.51514760640865,13.336513027115187,Pub
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Hansa-Ufer,52.518727886767266,13.336350917816162,Waterfront
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Longdistance Shop for Runners,52.51685579404812,13.343367576599121,Sporting Goods Shop
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Schleusenkrug,52.51121629282738,13.335874136423351,Beer Garden
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Hotel Hansablick Garni,52.51752340702721,13.336784224735183,Hotel
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,B&B Hotel Berlin Tiergarten,52.51430658801277,13.33110977322134,Hotel
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,GRIPS Theater,52.51857729534326,13.3415088057518,Theater
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Charlottenburger Tor,52.51377017811062,13.331349923077635,Historic Site
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Restaurantschiff Capt. Schillow,52.51268263602812,13.331890731096175,German Restaurant
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Terrasse des Novotel Berlin Am Tiergarten,52.51385914701952,13.335317288160757,Roof Deck
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Gaslaternen-Freilichtmuseum,52.51265897896975,13.336943720704562,History Museum
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,NOVO²,52.51386434717784,13.335297894621066,Restaurant
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Berliner Trödelmarkt und Kunst- & Kunsthandwerkermarkt,52.513728876533,13.334692308012901,Flea Market
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Giraffe,52.514861192881945,13.338740140014268,Gastropub
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,REWE CITY,52.518722677716,13.34249744487363,Supermarket
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Keyfi Sefa Berlin,52.518350199048015,13.341654723717099,Turkish Restaurant
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Café Tiergarten,52.516741785825126,13.344059828903811,Café
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,Hansaplatz,52.51842718345503,13.342117404668054,Plaza
"479, Bachstraße, Hansaviertel, Mitte, 10555, Deutschland",52.5155677,13.3373175,Hansaviertel,Berlin,U Hansaplatz,52.51789875702558,13.342026472091675,Metro Station
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,Tiergarten,52.51462778550934,13.357207775115967,Park
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,Rosengarten,52.513972285563135,13.35688796731381,Garden
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,Haus der Kulturen der Welt,52.51859731619241,13.364739418029785,Performing Arts Venue
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,HKW Auditorium,52.51852234345796,13.364780014660967,Concert Hall
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,Schloss Bellevue,52.51745480710997,13.352744579315186,Palace
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,Motel One Berlin-Bellevue,52.519935646188955,13.355995416641235,Hotel
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,Tiergartenufer,52.517095726690926,13.357958793640137,Beach
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,Balikci Ergün,52.51973918415058,13.357100152637567,Seafood Restaurant
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,Trattoria Fidelia,52.51955951606555,13.355715313467421,Italian Restaurant
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,Großfürstenplatz,52.51681075255974,13.358301942487156,Plaza
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,Spielplatz,52.516661709872984,13.35824891433112,Playground
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,Uferpromenade Moabiter Werder,52.51862343033843,13.359782695770264,Trail
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,H Haus der Kulturen der Welt,52.517696368649815,13.363366127014158,Bus Stop
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,Anlegestelle Haus der Kulturen der Welt,52.518842851997064,13.361929931736253,Pier
"Kastanienallee, Botschaftsviertel, Tiergarten, Mitte, 10557, Deutschland",52.51620632934443,13.359209904242922,Tiergarten,Berlin,H Schloss Bellevue,52.516844616011205,13.354184101299147,Bus Stop
